City,Latitude,Longitude,Country,AQI Value,AQI Category,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value
raniganj,25.90583,81.87007,India,192.0,Unhealthy,2.0,100.0,1.0,192.0
kharagpur,25.91936,81.83853,India,181.0,Unhealthy,1.0,71.0,1.0,181.0
sabalgarh,25.84289,81.75588,India,233.0,Very Unhealthy,1.0,48.0,0.0,233.0
sirsa,25.83942,81.81025,India,260.0,Very Unhealthy,1.0,47.0,0.0,239.0
niwari,25.81905,81.78981,India,500.0,Hazardous,1.0,46.0,2.0,492.0
rampur,25.82864,81.80929,India,174.0,Unhealthy,4.0,174.0,1.0,162.0
shahpur,25.86531,81.82094,India,155.0,Unhealthy,3.0,118.0,1.0,155.0
puranpur,25.87243,81.8466,India,500.0,Hazardous,2.0,128.0,1.0,481.0
hasanpur,25.84175,81.83714,India,500.0,Hazardous,1.0,55.0,1.0,500.0
balapur,25.82572,81.85517,India,152.0,Unhealthy,2.0,28.0,3.0,152.0
ghazipur,25.8278,81.86768,India,176.0,Unhealthy,4.0,93.0,5.0,176.0
srinagar,25.81475,81.8521,India,115.0,Unhealthy for Sensitive Groups,1.0,53.0,0.0,115.0
srinagar,25.81703,81.83348,India,115.0,Unhealthy for Sensitive Groups,1.0,53.0,0.0,115.0
hindupur,25.80368,81.80836,India,24.0,Good,1.0,24.0,0.0,21.0
srinagar,25.80692,81.82227,India,115.0,Unhealthy for Sensitive Groups,1.0,53.0,0.0,115.0
nurpur,25.78049,81.81105,India,160.0,Unhealthy,5.0,30.0,11.0,160.0
ramnagar,25.75545,81.83034,India,141.0,Unhealthy for Sensitive Groups,3.0,136.0,0.0,141.0
hindupur,25.7598,81.82454,India,24.0,Good,1.0,24.0,0.0,21.0
rampur,25.75808,81.8734,India,174.0,Unhealthy,4.0,174.0,1.0,162.0
rajapur,25.75491,81.83482,India,175.0,Unhealthy,4.0,105.0,5.0,175.0
nurpur,25.75632,81.90185,India,160.0,Unhealthy,5.0,30.0,11.0,160.0
akodia,25.79798,81.89128,India,154.0,Unhealthy,1.0,38.0,0.0,154.0
bansi,25.7957,81.97408,India,152.0,Unhealthy,3.0,152.0,1.0,146.0
dewas,25.80733,81.98854,India,147.0,Unhealthy for Sensitive Groups,1.0,40.0,0.0,147.0
tikri,25.8273,81.88225,India,500.0,Hazardous,3.0,47.0,9.0,500.0
rampur,25.84648,81.91759,India,174.0,Unhealthy,4.0,174.0,1.0,162.0
rajgarh,25.8419,81.95151,India,204.0,Very Unhealthy,1.0,42.0,0.0,204.0
kushalgarh,25.98189,81.90086,India,171.0,Unhealthy,1.0,38.0,0.0,171.0
ramnagar,25.93757,81.93775,India,141.0,Unhealthy for Sensitive Groups,3.0,136.0,0.0,141.0
raghunathpur,25.98207,81.98393,India,151.0,Unhealthy,4.0,146.0,1.0,151.0
pratapgarh,25.87251,81.88978,India,179.0,Unhealthy,4.0,94.0,6.0,179.0
rajapur,25.689,81.76204,India,175.0,Unhealthy,4.0,105.0,5.0,175.0
dharampur,25.74885,81.85478,India,86.0,Moderate,1.0,21.0,1.0,86.0
rajapur,25.68051,81.76081,India,175.0,Unhealthy,4.0,105.0,5.0,175.0
durgapur,25.62918,81.80053,India,128.0,Unhealthy for Sensitive Groups,3.0,85.0,1.0,128.0
puranpur,25.65558,81.81144,India,500.0,Hazardous,2.0,128.0,1.0,481.0
khargapur,25.66465,81.80773,India,197.0,Unhealthy,1.0,42.0,0.0,197.0
sikandarpur,25.6721,81.85803,India,186.0,Unhealthy,5.0,182.0,1.0,186.0
deoria,25.64663,81.84494,India,165.0,Unhealthy,4.0,57.0,6.0,165.0
tikri,25.65001,81.88365,India,500.0,Hazardous,3.0,47.0,9.0,500.0
sikandarpur,25.66299,81.86026,India,186.0,Unhealthy,5.0,182.0,1.0,186.0
fatehgarh,25.59361,81.76469,India,371.0,Hazardous,1.0,48.0,1.0,307.0
jalalpur,25.60629,81.79267,India,167.0,Unhealthy,4.0,75.0,6.0,167.0
bari,25.57271,81.8164,India,195.0,Unhealthy,1.0,45.0,0.0,195.0
alipur,25.58823,81.82488,India,174.0,Unhealthy,5.0,167.0,4.0,174.0
tulsipur,25.59413,81.8306,India,172.0,Unhealthy,3.0,154.0,1.0,172.0
jalalpur,25.60702,81.83187,India,167.0,Unhealthy,4.0,75.0,6.0,167.0
rajapur,25.61318,81.82268,India,175.0,Unhealthy,4.0,105.0,5.0,175.0
rajapur,25.61089,81.88032,India,175.0,Unhealthy,4.0,105.0,5.0,175.0
badlapur,25.58633,81.85689,India,170.0,Unhealthy,6.0,19.0,12.0,170.0
rajapur,25.58487,81.8691,India,175.0,Unhealthy,4.0,105.0,5.0,175.0
faridpur,25.55167,81.78191,India,157.0,Unhealthy,4.0,26.0,10.0,157.0
tikri,25.54098,81.79076,India,500.0,Hazardous,3.0,47.0,9.0,500.0
akbarpur,25.5307,81.78964,India,224.0,Very Unhealthy,2.0,85.0,1.0,224.0
rampur,25.55409,81.79782,India,174.0,Unhealthy,4.0,174.0,1.0,162.0
dharampur,25.50344,81.92275,India,86.0,Moderate,1.0,21.0,1.0,86.0
ramnagar,25.50394,81.96699,India,141.0,Unhealthy for Sensitive Groups,3.0,136.0,0.0,141.0
mathura,25.52415,81.97818,India,171.0,Unhealthy,4.0,168.0,1.0,171.0
deoria,25.53707,81.95654,India,165.0,Unhealthy,4.0,57.0,6.0,165.0
tikri,25.56321,81.89492,India,500.0,Hazardous,3.0,47.0,9.0,500.0
tikri,25.56576,81.93929,India,500.0,Hazardous,3.0,47.0,9.0,500.0
raghunathpur,25.55161,81.98926,India,151.0,Unhealthy,4.0,146.0,1.0,151.0
jalalpur,25.60946,81.9004,India,167.0,Unhealthy,4.0,75.0,6.0,167.0
padampur,25.61246,81.92576,India,500.0,Hazardous,1.0,43.0,0.0,441.0
pipri,25.60834,81.91648,India,199.0,Unhealthy,1.0,48.0,0.0,199.0
nurpur,25.59888,81.93045,India,160.0,Unhealthy,5.0,30.0,11.0,160.0
nurpur,25.60455,81.94169,India,160.0,Unhealthy,5.0,30.0,11.0,160.0
tikri,25.57439,81.94547,India,500.0,Hazardous,3.0,47.0,9.0,500.0
hasanpur,25.61492,81.9857,India,500.0,Hazardous,1.0,55.0,1.0,500.0
raghunathpur,25.63423,81.88399,India,151.0,Unhealthy,4.0,146.0,1.0,151.0
amanganj,25.67328,81.89184,India,199.0,Unhealthy,1.0,43.0,0.0,199.0
jalalpur,25.62593,81.97661,India,167.0,Unhealthy,4.0,75.0,6.0,167.0
alipur,25.69919,81.93609,India,174.0,Unhealthy,5.0,167.0,4.0,174.0
alipur,25.73992,81.89062,India,174.0,Unhealthy,5.0,167.0,4.0,174.0
gyanpur,25.74282,81.92383,India,189.0,Unhealthy,2.0,99.0,1.0,189.0
tikri,25.53845,81.77892,India,500.0,Hazardous,3.0,47.0,9.0,500.0
chhata,25.70593,81.98446,India,177.0,Unhealthy,5.0,41.0,13.0,177.0
bagar,32.46034,75.55455,India,500.0,Hazardous,1.0,34.0,0.0,476.0
firozpur,32.33388,75.579,India,165.0,Unhealthy,3.0,111.0,4.0,165.0
ramnagar,32.28194,75.51773,India,141.0,Unhealthy for Sensitive Groups,3.0,136.0,0.0,141.0
islampur,32.29456,75.59905,India,85.0,Moderate,2.0,48.0,1.0,85.0
harur,32.37535,75.64574,India,67.0,Moderate,1.0,26.0,1.0,67.0
rajpur,32.37839,75.65956,India,136.0,Unhealthy for Sensitive Groups,2.0,25.0,4.0,136.0
rajpura,32.42057,75.72634,India,143.0,Unhealthy for Sensitive Groups,2.0,143.0,1.0,138.0
thakurdwara,32.48619,75.73526,India,235.0,Very Unhealthy,4.0,203.0,3.0,235.0
bari,32.49441,75.67548,India,195.0,Unhealthy,1.0,45.0,0.0,195.0
ashoknagar,25.46981,81.82398,India,158.0,Unhealthy,3.0,76.0,2.0,158.0
manoharpur,25.46204,81.77738,India,177.0,Unhealthy,1.0,71.0,0.0,177.0
rajapur,25.4672,81.83868,India,175.0,Unhealthy,4.0,105.0,5.0,175.0
gobindpur,25.49272,81.87598,India,175.0,Unhealthy,1.0,51.0,1.0,175.0
shahpur,25.42215,81.7706,India,155.0,Unhealthy,3.0,118.0,1.0,155.0
tulsipur,25.42449,81.82437,India,172.0,Unhealthy,3.0,154.0,1.0,172.0
beniganj,25.43538,81.80944,India,159.0,Unhealthy,4.0,39.0,10.0,159.0
dubrajpur,25.3733,81.87029,India,197.0,Unhealthy,2.0,107.0,1.0,197.0
dadri,25.37861,81.86183,India,178.0,Unhealthy,4.0,170.0,3.0,178.0
dadri,25.37985,81.83448,India,178.0,Unhealthy,4.0,170.0,3.0,178.0
saidpur,25.38772,81.79381,India,174.0,Unhealthy,4.0,173.0,2.0,174.0
deoria,25.31809,81.79594,India,165.0,Unhealthy,4.0,57.0,6.0,165.0
tikri,25.36194,81.76888,India,500.0,Hazardous,3.0,47.0,9.0,500.0
chakia,25.35011,81.88543,India,155.0,Unhealthy,4.0,43.0,7.0,155.0
deori,25.33302,81.8716,India,172.0,Unhealthy,2.0,57.0,0.0,172.0
deori,25.3293,81.87463,India,172.0,Unhealthy,2.0,57.0,0.0,172.0
balapur,25.31171,81.86443,India,152.0,Unhealthy,2.0,28.0,3.0,152.0
chakia,25.30121,81.83628,India,155.0,Unhealthy,4.0,43.0,7.0,155.0
rajapur,25.28801,81.82682,India,175.0,Unhealthy,4.0,105.0,5.0,175.0
tikri,25.26796,81.7839,India,500.0,Hazardous,3.0,47.0,9.0,500.0
bari,25.26468,81.83903,India,195.0,Unhealthy,1.0,45.0,0.0,195.0
barauli,25.27906,81.84251,India,114.0,Unhealthy for Sensitive Groups,3.0,67.0,2.0,114.0
bari,25.27033,81.8339,India,195.0,Unhealthy,1.0,45.0,0.0,195.0
chakia,25.28926,81.83587,India,155.0,Unhealthy,4.0,43.0,7.0,155.0
purwa,25.30044,81.88517,India,304.0,Hazardous,1.0,48.0,1.0,268.0
rampur,25.31588,81.91627,India,174.0,Unhealthy,4.0,174.0,1.0,162.0
hindupur,25.28362,81.93378,India,24.0,Good,1.0,24.0,0.0,21.0
harrai,25.28394,81.98338,India,155.0,Unhealthy,1.0,34.0,0.0,155.0
nawada,25.33552,81.89487,India,155.0,Unhealthy,3.0,140.0,1.0,155.0
mahmudabad,25.41497,81.91942,India,394.0,Hazardous,2.0,132.0,3.0,350.0
hajipur,25.40074,81.96222,India,148.0,Unhealthy for Sensitive Groups,3.0,87.0,2.0,148.0
firozpur,25.48745,81.94173,India,165.0,Unhealthy,3.0,111.0,4.0,165.0
lalganj,25.46242,81.97538,India,204.0,Very Unhealthy,4.0,173.0,2.0,204.0
sultanpur,25.47021,81.97203,India,181.0,Unhealthy,2.0,136.0,1.0,181.0
ramnagar,25.49844,81.96307,India,141.0,Unhealthy for Sensitive Groups,3.0,136.0,0.0,141.0
miranpur,25.49887,81.97876,India,464.0,Hazardous,4.0,171.0,5.0,407.0
nagar,24.99177,81.07353,India,310.0,Hazardous,1.0,46.0,0.0,310.0
deori,25.22082,81.8624,India,172.0,Unhealthy,2.0,57.0,0.0,172.0
rampur,25.13089,81.79804,India,174.0,Unhealthy,4.0,174.0,1.0,162.0
chhapar,25.02691,81.77085,India,437.0,Hazardous,1.0,40.0,0.0,325.0
khamaria,25.06668,81.89135,India,155.0,Unhealthy,1.0,32.0,0.0,155.0
rampura,25.18486,81.90493,India,257.0,Very Unhealthy,1.0,56.0,1.0,257.0
baheri,25.20831,81.90544,India,162.0,Unhealthy,3.0,162.0,1.0,160.0
tikri,25.23287,81.90597,India,500.0,Hazardous,3.0,47.0,9.0,500.0
dhari,25.21769,81.92958,India,149.0,Unhealthy for Sensitive Groups,0.0,27.0,0.0,149.0
purwa,25.1897,81.94265,India,304.0,Hazardous,1.0,48.0,1.0,268.0
naraina,25.22268,81.97495,India,297.0,Very Unhealthy,1.0,40.0,0.0,297.0
birpur,24.90375,81.00214,India,204.0,Very Unhealthy,3.0,100.0,0.0,204.0
sirmaur,24.78331,81.04416,India,171.0,Unhealthy,3.0,96.0,4.0,171.0
kota,24.77465,81.17107,India,160.0,Unhealthy,1.0,42.0,1.0,160.0
ranchi,24.85696,81.18534,India,160.0,Unhealthy,3.0,43.0,5.0,160.0
basi,23.19779,74.61763,India,235.0,Very Unhealthy,1.0,49.0,0.0,235.0
patan,23.24236,74.67301,India,69.0,Moderate,0.0,22.0,0.0,69.0
barkhera,23.24482,74.73294,India,500.0,Hazardous,2.0,88.0,1.0,494.0
ratlam,23.22921,74.72323,India,157.0,Unhealthy,1.0,31.0,3.0,157.0
rani,23.16757,74.74111,India,161.0,Unhealthy,0.0,36.0,0.0,161.0
sultanpur,32.23633,75.51979,India,181.0,Unhealthy,2.0,136.0,1.0,181.0
firozpur,32.17153,75.53854,India,165.0,Unhealthy,3.0,111.0,4.0,165.0
kunda,32.1695,75.53763,India,179.0,Unhealthy,4.0,95.0,6.0,179.0
baheri,32.11286,75.55735,India,162.0,Unhealthy,3.0,162.0,1.0,160.0
nangal,32.00728,75.644,India,152.0,Unhealthy,3.0,143.0,1.0,152.0
batala,32.025,75.65859,India,113.0,Unhealthy for Sensitive Groups,4.0,111.0,4.0,113.0
firozpur,32.0206,75.65039,India,165.0,Unhealthy,3.0,111.0,4.0,165.0
rajpur,32.02391,75.62748,India,136.0,Unhealthy for Sensitive Groups,2.0,25.0,4.0,136.0
dasuya,32.08967,75.60422,India,150.0,Unhealthy,3.0,146.0,1.0,150.0
nangal,32.18695,75.64718,India,152.0,Unhealthy,3.0,143.0,1.0,152.0
bari,32.1879,75.67418,India,195.0,Unhealthy,1.0,45.0,0.0,195.0
fatehgarh,32.21996,75.59808,India,371.0,Hazardous,1.0,48.0,1.0,307.0
tajpur,32.24348,75.62529,India,500.0,Hazardous,1.0,67.0,1.0,500.0
thakurdwara,32.05027,75.71404,India,235.0,Very Unhealthy,4.0,203.0,3.0,235.0
rampur,32.09255,75.50545,India,174.0,Unhealthy,4.0,174.0,1.0,162.0
dongargaon,22.4097,74.28182,India,178.0,Unhealthy,1.0,39.0,0.0,178.0
akola,22.35576,74.28899,India,154.0,Unhealthy,1.0,31.0,3.0,154.0
panagar,32.49404,75.75163,India,171.0,Unhealthy,1.0,44.0,0.0,171.0
malpura,22.14697,74.56597,India,186.0,Unhealthy,2.0,32.0,5.0,186.0
dongargaon,22.21541,74.7352,India,178.0,Unhealthy,1.0,39.0,0.0,178.0
warud,22.17426,74.81371,India,146.0,Unhealthy for Sensitive Groups,1.0,35.0,0.0,146.0
loni,22.19087,74.80998,India,249.0,Very Unhealthy,3.0,141.0,4.0,249.0
khandwa,22.15378,74.8783,India,130.0,Unhealthy for Sensitive Groups,0.0,31.0,0.0,130.0
pendra,22.06795,74.86715,India,156.0,Unhealthy,2.0,75.0,5.0,156.0
nandgaon,22.06536,74.86031,India,123.0,Unhealthy for Sensitive Groups,0.0,27.0,0.0,123.0
kheda,22.08732,74.91343,India,158.0,Unhealthy,1.0,38.0,0.0,158.0
dahod,22.14204,74.896,India,160.0,Unhealthy,1.0,33.0,0.0,160.0
dongargaon,22.14738,74.95803,India,178.0,Unhealthy,1.0,39.0,0.0,178.0
mandvi,22.14315,74.93963,India,150.0,Unhealthy,0.0,27.0,0.0,150.0
sirsi,22.12438,74.95091,India,54.0,Moderate,0.0,24.0,0.0,54.0
pipri,22.0571,74.9944,India,199.0,Unhealthy,1.0,48.0,0.0,199.0
bagar,32.29655,75.75048,India,500.0,Hazardous,1.0,34.0,0.0,476.0
tikri,32.49117,75.92124,India,500.0,Hazardous,3.0,47.0,9.0,500.0
guna,32.48744,75.90974,India,187.0,Unhealthy,1.0,45.0,0.0,187.0
bagula,32.46231,75.91836,India,159.0,Unhealthy,5.0,95.0,4.0,159.0
bela,32.43102,75.92197,India,305.0,Hazardous,1.0,48.0,1.0,280.0
bari,32.42874,75.87828,India,195.0,Unhealthy,1.0,45.0,0.0,195.0
madanpur,32.33256,75.91643,India,217.0,Very Unhealthy,4.0,99.0,4.0,217.0
thana,32.27365,75.84948,India,154.0,Unhealthy,2.0,25.0,2.0,154.0
kandi,32.26583,75.88242,India,150.0,Unhealthy,3.0,150.0,2.0,103.0
thana,32.34822,75.93256,India,154.0,Unhealthy,2.0,25.0,2.0,154.0
dhar,32.40516,75.96952,India,154.0,Unhealthy,1.0,35.0,0.0,154.0
basi,32.49501,75.96643,India,235.0,Very Unhealthy,1.0,49.0,0.0,235.0
pimpri,21.85068,74.19125,India,118.0,Unhealthy for Sensitive Groups,2.0,30.0,2.0,118.0
amla,21.85538,74.21741,India,145.0,Unhealthy for Sensitive Groups,0.0,35.0,0.0,145.0
baripada,21.75876,74.19928,India,109.0,Unhealthy for Sensitive Groups,2.0,25.0,4.0,109.0
saidpur,21.26492,74.69263,India,174.0,Unhealthy,4.0,173.0,2.0,174.0
bhilai,20.65885,74.02613,India,160.0,Unhealthy,3.0,40.0,5.0,160.0
bhor,20.51715,74.12373,India,111.0,Unhealthy for Sensitive Groups,0.0,23.0,0.0,111.0
vadgaon,20.59303,74.52177,India,104.0,Unhealthy for Sensitive Groups,0.0,24.0,0.0,104.0
jalgaon,20.5796,74.41765,India,102.0,Unhealthy for Sensitive Groups,1.0,39.0,0.0,102.0
kheri,22.24641,75.83979,India,255.0,Very Unhealthy,4.0,205.0,3.0,255.0
navapur,20.72878,74.69927,India,157.0,Unhealthy,0.0,26.0,0.0,157.0
pimpri,20.86312,74.8021,India,118.0,Unhealthy for Sensitive Groups,2.0,30.0,2.0,118.0
devli,20.49948,74.91949,India,185.0,Unhealthy,1.0,38.0,0.0,185.0
pimpri,20.5315,74.9352,India,118.0,Unhealthy for Sensitive Groups,2.0,30.0,2.0,118.0
khadki,20.59107,74.92055,India,84.0,Moderate,0.0,23.0,0.0,84.0
vadgaon,20.5401,74.98411,India,104.0,Unhealthy for Sensitive Groups,0.0,24.0,0.0,104.0
pimpri,20.09702,74.06307,India,118.0,Unhealthy for Sensitive Groups,2.0,30.0,2.0,118.0
jalgaon,20.06,74.11974,India,102.0,Unhealthy for Sensitive Groups,1.0,39.0,0.0,102.0
dindori,20.03095,74.14765,India,181.0,Unhealthy,1.0,45.0,0.0,181.0
nandgaon,20.05352,74.24565,India,123.0,Unhealthy for Sensitive Groups,0.0,27.0,0.0,123.0
raipur,20.25034,74.34819,India,169.0,Unhealthy,1.0,30.0,2.0,169.0
pimpri,20.10397,74.40274,India,118.0,Unhealthy for Sensitive Groups,2.0,30.0,2.0,118.0
jalgaon,20.05244,74.36659,India,102.0,Unhealthy for Sensitive Groups,1.0,39.0,0.0,102.0
balapur,20.15805,74.43074,India,152.0,Unhealthy,2.0,28.0,3.0,152.0
vada,20.47626,74.50981,India,152.0,Unhealthy,1.0,29.0,1.0,152.0
navsari,20.33801,74.49972,India,114.0,Unhealthy for Sensitive Groups,1.0,26.0,0.0,114.0
jalgaon,20.30149,74.7411,India,102.0,Unhealthy for Sensitive Groups,1.0,39.0,0.0,102.0
sanwer,22.97934,75.67471,India,172.0,Unhealthy,1.0,39.0,0.0,172.0
shahpura,22.88552,75.66065,India,169.0,Unhealthy,1.0,40.0,0.0,169.0
agra,22.81957,75.64155,India,183.0,Unhealthy,6.0,40.0,13.0,183.0
kheri,22.48738,75.57257,India,255.0,Very Unhealthy,4.0,205.0,3.0,255.0
rampura,22.42549,75.60851,India,257.0,Very Unhealthy,1.0,56.0,1.0,257.0
rajgarh,22.40028,75.52109,India,204.0,Very Unhealthy,1.0,42.0,0.0,204.0
maksi,22.29133,75.53038,India,205.0,Very Unhealthy,2.0,31.0,3.0,205.0
manawar,22.2836,75.53652,India,152.0,Unhealthy,0.0,31.0,0.0,152.0
barkhera,22.37956,75.6814,India,500.0,Hazardous,2.0,88.0,1.0,494.0
maharajganj,22.97486,75.8677,India,169.0,Unhealthy,5.0,49.0,7.0,169.0
nagpur,22.95596,75.77161,India,152.0,Unhealthy,1.0,41.0,0.0,152.0
tarana,22.93195,75.84827,India,155.0,Unhealthy,1.0,39.0,0.0,155.0
siyana,22.90084,75.891,India,160.0,Unhealthy,3.0,127.0,1.0,160.0
alipur,22.90892,75.99039,India,174.0,Unhealthy,5.0,167.0,4.0,174.0
sironj,22.97672,75.93116,India,154.0,Unhealthy,1.0,38.0,0.0,154.0
gandhinagar,22.74265,75.79414,India,167.0,Unhealthy,1.0,33.0,1.0,167.0
sirpur,22.70649,75.82075,India,166.0,Unhealthy,2.0,55.0,0.0,166.0
mundi,22.64943,75.84244,India,140.0,Unhealthy for Sensitive Groups,0.0,34.0,0.0,140.0
richha,22.54435,75.85954,India,177.0,Unhealthy,4.0,177.0,1.0,156.0
barkhera,22.47775,75.86334,India,500.0,Hazardous,2.0,88.0,1.0,494.0
kareli,22.39736,75.78727,India,169.0,Unhealthy,1.0,36.0,0.0,169.0
wani,22.2858,75.83999,India,162.0,Unhealthy,2.0,27.0,12.0,162.0
rajpura,22.44468,75.90527,India,143.0,Unhealthy for Sensitive Groups,2.0,143.0,1.0,138.0
umaria,22.03016,75.89507,India,163.0,Unhealthy,2.0,92.0,0.0,163.0
kheri,22.15275,75.88661,India,255.0,Very Unhealthy,4.0,205.0,3.0,255.0
mohgaon,22.15444,75.94268,India,174.0,Unhealthy,1.0,37.0,0.0,174.0
raver,22.17288,75.8773,India,146.0,Unhealthy for Sensitive Groups,0.0,34.0,0.0,146.0
sultanpur,22.22378,75.97794,India,181.0,Unhealthy,2.0,136.0,1.0,181.0
ratanpur,22.22992,75.99536,India,188.0,Unhealthy,1.0,64.0,2.0,188.0
chicholi,21.76132,75.31439,India,160.0,Unhealthy,2.0,87.0,0.0,160.0
nandgaon,21.89824,75.49386,India,123.0,Unhealthy for Sensitive Groups,0.0,27.0,0.0,123.0
dongargaon,21.94156,75.40691,India,178.0,Unhealthy,1.0,39.0,0.0,178.0
chikhli,20.72291,75.01115,India,102.0,Unhealthy for Sensitive Groups,1.0,37.0,0.0,102.0
khapa,22.89183,80.03163,India,172.0,Unhealthy,1.0,35.0,0.0,172.0
lalpur,22.84999,80.04899,India,55.0,Moderate,0.0,21.0,1.0,55.0
sarangpur,22.81395,80.0059,India,155.0,Unhealthy,1.0,41.0,0.0,155.0
sarangpur,22.79509,80.01407,India,155.0,Unhealthy,1.0,41.0,0.0,155.0
baihar,22.93269,80.10832,India,152.0,Unhealthy,0.0,38.0,0.0,152.0
kunda,22.79573,80.08311,India,179.0,Unhealthy,4.0,95.0,6.0,179.0
mohgaon,22.77555,80.13595,India,174.0,Unhealthy,1.0,37.0,0.0,174.0
khamaria,22.78474,80.16078,India,155.0,Unhealthy,1.0,32.0,0.0,155.0
khamaria,22.97591,80.21562,India,155.0,Unhealthy,1.0,32.0,0.0,155.0
katangi,22.94287,80.22622,India,153.0,Unhealthy,1.0,38.0,0.0,153.0
kalpi,22.918,80.19569,India,202.0,Very Unhealthy,2.0,94.0,0.0,202.0
mohgaon,22.80723,80.22735,India,174.0,Unhealthy,1.0,37.0,0.0,174.0
pimpri,20.50406,75.2337,India,118.0,Unhealthy for Sensitive Groups,2.0,30.0,2.0,118.0
vadgaon,20.51257,75.24367,India,104.0,Unhealthy for Sensitive Groups,0.0,24.0,0.0,104.0
pimpri,20.54871,75.14309,India,118.0,Unhealthy for Sensitive Groups,2.0,30.0,2.0,118.0
savda,20.62476,75.1045,India,151.0,Unhealthy,2.0,30.0,5.0,151.0
mubarakpur,20.94839,75.34021,India,452.0,Hazardous,1.0,72.0,1.0,333.0
mubarakpur,20.92747,75.33287,India,452.0,Hazardous,1.0,72.0,1.0,333.0
moth,20.829,75.27882,India,214.0,Very Unhealthy,1.0,55.0,0.0,214.0
nipani,20.81654,75.35484,India,68.0,Moderate,0.0,21.0,0.0,68.0
pathri,20.82707,75.46617,India,94.0,Moderate,1.0,31.0,0.0,94.0
savda,20.97712,75.45136,India,151.0,Unhealthy,2.0,30.0,5.0,151.0
devli,20.97596,75.38476,India,185.0,Unhealthy,1.0,38.0,0.0,185.0
chalisgaon,20.19685,75.06371,India,150.0,Unhealthy,1.0,36.0,0.0,150.0
khed,20.17299,75.08476,India,95.0,Moderate,0.0,22.0,0.0,95.0
sonari,20.70951,75.37933,India,89.0,Moderate,3.0,8.0,8.0,89.0
ojhar,20.70514,75.32768,India,127.0,Unhealthy for Sensitive Groups,0.0,27.0,0.0,127.0
dongargaon,20.57972,75.37325,India,178.0,Unhealthy,1.0,39.0,0.0,178.0
vadgaon,20.53206,75.4531,India,104.0,Unhealthy for Sensitive Groups,0.0,24.0,0.0,104.0
jalgaon,20.14313,75.07471,India,102.0,Unhealthy for Sensitive Groups,1.0,39.0,0.0,102.0
nandgaon,20.13236,75.03236,India,123.0,Unhealthy for Sensitive Groups,0.0,27.0,0.0,123.0
alapur,20.12488,75.10963,India,167.0,Unhealthy,3.0,164.0,3.0,167.0
nandgaon,20.09309,75.02124,India,123.0,Unhealthy for Sensitive Groups,0.0,27.0,0.0,123.0
malegaon,20.07711,75.0291,India,133.0,Unhealthy for Sensitive Groups,0.0,27.0,0.0,133.0
chincholi,20.08787,75.15791,India,120.0,Unhealthy for Sensitive Groups,0.0,30.0,0.0,120.0
pipri,20.11132,75.17196,India,199.0,Unhealthy,1.0,48.0,0.0,199.0
loni,20.15337,75.24292,India,249.0,Very Unhealthy,3.0,141.0,4.0,249.0
chalisgaon,20.16947,75.13772,India,150.0,Unhealthy,1.0,36.0,0.0,150.0
chalisgaon,20.21661,75.17679,India,150.0,Unhealthy,1.0,36.0,0.0,150.0
devli,20.01004,75.00129,India,185.0,Unhealthy,1.0,38.0,0.0,185.0
chincholi,20.3852,75.368,India,120.0,Unhealthy for Sensitive Groups,0.0,30.0,0.0,120.0
kheri,20.36199,75.45316,India,255.0,Very Unhealthy,4.0,205.0,3.0,255.0
ahmadabad,20.29462,75.41784,India,158.0,Unhealthy,1.0,40.0,0.0,158.0
dongargaon,20.27401,75.4219,India,178.0,Unhealthy,1.0,39.0,0.0,178.0
balapur,20.49305,75.71799,India,152.0,Unhealthy,2.0,28.0,3.0,152.0
digras,20.4747,75.74447,India,137.0,Unhealthy for Sensitive Groups,1.0,35.0,0.0,137.0
bareli,22.65957,80.05264,India,500.0,Hazardous,1.0,68.0,1.0,478.0
mohgaon,22.61267,80.15485,India,174.0,Unhealthy,1.0,37.0,0.0,174.0
mohgaon,22.50893,80.08521,India,174.0,Unhealthy,1.0,37.0,0.0,174.0
khamaria,22.60603,80.08063,India,155.0,Unhealthy,1.0,32.0,0.0,155.0
bareli,22.70574,80.11508,India,500.0,Hazardous,1.0,68.0,1.0,478.0
bhilai,22.64489,80.12133,India,160.0,Unhealthy,3.0,40.0,5.0,160.0
deori,22.60435,80.12981,India,172.0,Unhealthy,2.0,57.0,0.0,172.0
patan,22.69944,80.19794,India,69.0,Moderate,0.0,22.0,0.0,69.0
deori,22.65654,80.18405,India,172.0,Unhealthy,2.0,57.0,0.0,172.0
chicholi,22.54334,80.1684,India,160.0,Unhealthy,2.0,87.0,0.0,160.0
deori,22.54588,80.20364,India,172.0,Unhealthy,2.0,57.0,0.0,172.0
khapa,22.50997,80.18661,India,172.0,Unhealthy,1.0,35.0,0.0,172.0
patharia,22.74781,80.22344,India,184.0,Unhealthy,1.0,39.0,0.0,184.0
gadwal,32.22023,75.76146,India,81.0,Moderate,1.0,44.0,1.0,81.0
ramnagar,32.01065,75.77185,India,141.0,Unhealthy for Sensitive Groups,3.0,136.0,0.0,141.0
rajgir,32.07333,75.81042,India,154.0,Unhealthy,3.0,100.0,2.0,154.0
rajgir,32.07889,75.80266,India,154.0,Unhealthy,3.0,100.0,2.0,154.0
rapar,32.19205,75.81075,India,170.0,Unhealthy,0.0,28.0,0.0,170.0
