City,Latitude,Longitude,Country,AQI Value,AQI Category,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value
ambarnath,19.2,73.16667,India,181.0,Unhealthy,7.0,8.0,17.0,181.0
amanpur,27.71222,78.73788,India,168.0,Unhealthy,4.0,28.0,34.0,168.0
amanganj,24.42664,80.03579,India,199.0,Unhealthy,1.0,43.0,0.0,199.0
amalner,21.03983,75.05887,India,146.0,Unhealthy for Sensitive Groups,0.0,32.0,0.0,146.0
amalner,18.94157,75.32971,India,146.0,Unhealthy for Sensitive Groups,0.0,32.0,0.0,146.0
amalapuram,16.57868,82.00609,India,121.0,Unhealthy for Sensitive Groups,1.0,22.0,3.0,121.0
alwaye,10.10649,76.35484,India,83.0,Moderate,1.0,25.0,1.0,83.0
alwar,27.56246,76.625,India,172.0,Unhealthy,4.0,76.0,6.0,172.0
alwar,27.5,76.5,India,172.0,Unhealthy,4.0,76.0,6.0,172.0
alot,23.76336,75.55662,India,162.0,Unhealthy,1.0,39.0,0.0,162.0
along,28.16951,94.8006,India,64.0,Moderate,2.0,32.0,0.0,64.0
alnavar,15.42727,74.74111,India,69.0,Moderate,0.0,22.0,0.0,69.0
almora,29.59713,79.65911,India,94.0,Moderate,1.0,94.0,0.0,87.0
almora,29.69223,79.49789,India,94.0,Moderate,1.0,94.0,0.0,87.0
alappuzha,9.49004,76.3264,India,76.0,Moderate,1.0,24.0,0.0,76.0
alappuzha,9.41667,76.5,India,76.0,Moderate,1.0,24.0,0.0,76.0
allapalli,19.43172,80.06377,India,150.0,Unhealthy,1.0,39.0,0.0,150.0
allapalli,17.82857,80.48068,India,150.0,Unhealthy,1.0,39.0,0.0,150.0
allahganj,27.5454,79.68715,India,431.0,Hazardous,1.0,57.0,1.0,339.0
alipur duar,26.4835,89.52286,India,152.0,Unhealthy,5.0,10.0,11.0,152.0
alipur,28.79862,77.13314,India,174.0,Unhealthy,5.0,167.0,4.0,174.0
alipur,22.53195,88.32318,India,174.0,Unhealthy,5.0,167.0,4.0,174.0
alipur,20.5465,78.69482,India,174.0,Unhealthy,5.0,167.0,4.0,174.0
alipur,17.71667,83.3,India,174.0,Unhealthy,5.0,167.0,4.0,174.0
alipur,11.73108,92.67466,India,174.0,Unhealthy,5.0,167.0,4.0,174.0
aligarh,27.88145,78.07464,India,173.0,Unhealthy,5.0,39.0,19.0,173.0
aligarh,27.45,83.13333,India,173.0,Unhealthy,5.0,39.0,19.0,173.0
aligarh,25.96517,76.08302,India,173.0,Unhealthy,5.0,39.0,19.0,173.0
aligarh,27.83333,78.16667,India,173.0,Unhealthy,5.0,39.0,19.0,173.0
aliganj,29.11667,78.91667,India,187.0,Unhealthy,3.0,164.0,2.0,187.0
aliganj,28.1098,80.59295,India,187.0,Unhealthy,3.0,164.0,2.0,187.0
aliganj,27.49358,79.17127,India,187.0,Unhealthy,3.0,164.0,2.0,187.0
alibag,18.64813,72.87579,India,114.0,Unhealthy for Sensitive Groups,0.0,22.0,0.0,114.0
alangulam,8.86404,77.49937,India,57.0,Moderate,0.0,24.0,0.0,57.0
alangudi,10.3606,78.98492,India,71.0,Moderate,1.0,45.0,1.0,71.0
alangayam,12.62235,78.75207,India,70.0,Moderate,0.0,29.0,0.0,70.0
alanganallur,10.04697,78.09033,India,139.0,Unhealthy for Sensitive Groups,3.0,13.0,9.0,139.0
alandur,13.0025,80.20611,India,115.0,Unhealthy for Sensitive Groups,3.0,36.0,5.0,115.0
alandi,18.43034,74.05223,India,121.0,Unhealthy for Sensitive Groups,0.0,24.0,0.0,121.0
alandi,18.67756,73.89868,India,121.0,Unhealthy for Sensitive Groups,0.0,24.0,0.0,121.0
alandi,18.14453,77.24987,India,121.0,Unhealthy for Sensitive Groups,0.0,24.0,0.0,121.0
aland,17.56425,76.56854,India,161.0,Unhealthy,2.0,32.0,3.0,161.0
alampur,26.02514,78.79697,India,119.0,Unhealthy for Sensitive Groups,2.0,38.0,5.0,119.0
alampur,21.94823,71.72062,India,119.0,Unhealthy for Sensitive Groups,2.0,38.0,5.0,119.0
alampur,15.87987,78.13352,India,119.0,Unhealthy for Sensitive Groups,2.0,38.0,5.0,119.0
akot,21.0963,77.0588,India,157.0,Unhealthy,2.0,22.0,4.0,157.0
akola,25.26755,74.8812,India,154.0,Unhealthy,1.0,31.0,3.0,154.0
akola,24.75689,74.19909,India,154.0,Unhealthy,1.0,31.0,3.0,154.0
akola,20.70957,76.9981,India,154.0,Unhealthy,1.0,31.0,3.0,154.0
akola,19.54238,74.00948,India,154.0,Unhealthy,1.0,31.0,3.0,154.0
akola,17.98234,75.24308,India,154.0,Unhealthy,1.0,31.0,3.0,154.0
akola,20.5,77.16667,India,154.0,Unhealthy,1.0,31.0,3.0,154.0
akodia,23.38027,76.59875,India,154.0,Unhealthy,1.0,38.0,0.0,154.0
aklera,24.41288,76.56719,India,167.0,Unhealthy,1.0,41.0,0.0,167.0
akividu,16.58225,81.38112,India,116.0,Unhealthy for Sensitive Groups,2.0,52.0,1.0,116.0
akhnur,32.8955,74.73486,India,115.0,Unhealthy for Sensitive Groups,2.0,115.0,0.0,97.0
akbarpur,27.44715,76.52996,India,224.0,Very Unhealthy,2.0,85.0,1.0,224.0
akbarpur,26.42953,82.53431,India,224.0,Very Unhealthy,2.0,85.0,1.0,224.0
akbarpur,26.38371,79.94926,India,224.0,Very Unhealthy,2.0,85.0,1.0,224.0
akbarpur,26.26667,78.18333,India,224.0,Very Unhealthy,2.0,85.0,1.0,224.0
akbarpur,26.01812,79.69309,India,224.0,Very Unhealthy,2.0,85.0,1.0,224.0
akbarpur,24.74556,85.55314,India,224.0,Very Unhealthy,2.0,85.0,1.0,224.0
akbarpur,24.63509,83.96417,India,224.0,Very Unhealthy,2.0,85.0,1.0,224.0
akaltara,22.02463,82.42641,India,181.0,Unhealthy,1.0,74.0,1.0,181.0
akalkot,17.52532,76.20611,India,86.0,Moderate,0.0,26.0,0.0,86.0
ajnala,31.84473,74.76295,India,157.0,Unhealthy,3.0,157.0,1.0,148.0
ajmer,26.4521,74.63867,India,176.0,Unhealthy,1.0,36.0,0.0,176.0
ajmer,26.25,74.66667,India,176.0,Unhealthy,1.0,36.0,0.0,176.0
ajjampur,13.72794,76.0068,India,39.0,Good,0.0,22.0,0.0,39.0
ajaigarh,24.89879,80.25921,India,165.0,Unhealthy,1.0,45.0,0.0,165.0
aizawl,23.72894,92.71791,India,32.0,Good,1.0,32.0,0.0,13.0
ahwa,20.75718,73.68626,India,146.0,Unhealthy for Sensitive Groups,0.0,24.0,0.0,146.0
ahraura,25.01579,83.03294,India,177.0,Unhealthy,4.0,61.0,8.0,177.0
ahmadpur,23.83009,87.68661,India,172.0,Unhealthy,2.0,39.0,2.0,172.0
ahmadpur,23.51171,77.21478,India,172.0,Unhealthy,2.0,39.0,2.0,172.0
ahmadpur,18.70622,76.93731,India,172.0,Unhealthy,2.0,39.0,2.0,172.0
ahmadabad,23.03,72.58,India,158.0,Unhealthy,1.0,40.0,0.0,158.0
agra,27.18333,78.01667,India,183.0,Unhealthy,6.0,40.0,13.0,183.0
agra,24.98877,77.42539,India,183.0,Unhealthy,6.0,40.0,13.0,183.0
agra,27.08333,77.96667,India,183.0,Unhealthy,6.0,40.0,13.0,183.0
agartala,23.83605,91.27939,India,125.0,Unhealthy for Sensitive Groups,1.0,39.0,1.0,125.0
agar,24.25541,74.17027,India,157.0,Unhealthy,1.0,37.0,0.0,157.0
agar,23.71177,76.01571,India,157.0,Unhealthy,1.0,37.0,0.0,157.0
agar,22.03062,73.66153,India,157.0,Unhealthy,1.0,37.0,0.0,157.0
afzalpur,23.97931,75.23405,India,84.0,Moderate,0.0,25.0,0.0,84.0
afzalpur,17.19986,76.36018,India,84.0,Moderate,0.0,25.0,0.0,84.0
afzalgarh,29.3937,78.67393,India,198.0,Unhealthy,4.0,198.0,3.0,188.0
adur,14.77713,75.24999,India,63.0,Moderate,1.0,27.0,0.0,63.0
adur,9.15595,76.73192,India,63.0,Moderate,1.0,27.0,0.0,63.0
adoni,15.62788,77.27495,India,85.0,Moderate,0.0,29.0,0.0,85.0
adilabad,19.67203,78.5359,India,155.0,Unhealthy,1.0,32.0,0.0,155.0
adilabad,19.5,78.5,India,155.0,Unhealthy,1.0,32.0,0.0,155.0
addanki,15.81061,79.97338,India,69.0,Moderate,1.0,29.0,0.0,69.0
adalaj,23.16453,72.58107,India,162.0,Unhealthy,3.0,22.0,11.0,162.0
achhnera,27.17826,77.75674,India,180.0,Unhealthy,6.0,45.0,11.0,180.0
achalpur,21.25665,77.51006,India,150.0,Unhealthy,1.0,38.0,0.0,150.0
abu road,24.48012,72.78186,India,164.0,Unhealthy,1.0,31.0,0.0,164.0
abohar,30.14453,74.19552,India,162.0,Unhealthy,2.0,125.0,0.0,162.0
abhayapuri,26.32255,90.68526,India,53.0,Moderate,2.0,42.0,0.0,53.0
rajpura,28.28253,73.77789,India,143.0,Unhealthy for Sensitive Groups,2.0,143.0,1.0,138.0
didwana,28.97256,73.93865,India,500.0,Hazardous,1.0,37.0,0.0,334.0
dewas,28.0544,74.93634,India,147.0,Unhealthy for Sensitive Groups,1.0,40.0,0.0,147.0
rampura,28.30776,74.85119,India,257.0,Very Unhealthy,1.0,56.0,1.0,257.0
jharia,28.4103,74.93648,India,186.0,Unhealthy,2.0,115.0,2.0,186.0
khandwa,28.46664,74.78764,India,130.0,Unhealthy for Sensitive Groups,0.0,31.0,0.0,130.0
rampura,28.46996,74.86572,India,257.0,Very Unhealthy,1.0,56.0,1.0,257.0
rampura,28.92097,74.98716,India,257.0,Very Unhealthy,1.0,56.0,1.0,257.0
nandgaon,18.37889,72.93139,India,123.0,Unhealthy for Sensitive Groups,0.0,27.0,0.0,123.0
murud,17.77138,73.11975,India,101.0,Unhealthy for Sensitive Groups,0.0,22.0,0.0,101.0
contai,21.77985,87.74892,India,171.0,Unhealthy,2.0,66.0,1.0,171.0
durgapur,21.79278,88.22722,India,128.0,Unhealthy for Sensitive Groups,3.0,85.0,1.0,128.0
gobindapur,21.78486,88.16442,India,198.0,Unhealthy,3.0,91.0,3.0,198.0
haldia,22.06046,88.10975,India,153.0,Unhealthy,3.0,73.0,2.0,153.0
srirampur,22.94849,88.01954,India,176.0,Unhealthy,3.0,89.0,3.0,176.0
kesabpur,22.96833,88.26278,India,181.0,Unhealthy,3.0,94.0,4.0,181.0
kanpur,22.94806,88.49833,India,173.0,Unhealthy,4.0,161.0,1.0,173.0
alipur,22.91153,88.17162,India,174.0,Unhealthy,5.0,167.0,4.0,174.0
ghatampur,22.90333,88.15944,India,204.0,Very Unhealthy,2.0,121.0,1.0,204.0
alipur,22.89694,88.10139,India,174.0,Unhealthy,5.0,167.0,4.0,174.0
bandipur,22.84639,88.18056,India,102.0,Unhealthy for Sensitive Groups,1.0,48.0,0.0,102.0
ratanpur,22.83028,88.25694,India,188.0,Unhealthy,1.0,64.0,2.0,188.0
ramnagar,22.77778,88.24639,India,141.0,Unhealthy for Sensitive Groups,3.0,136.0,0.0,141.0
garulia,22.82111,88.37444,India,216.0,Very Unhealthy,4.0,96.0,5.0,216.0
champdani,22.79778,88.36583,India,220.0,Very Unhealthy,10.0,9.0,23.0,220.0
srirampur,22.81675,88.47387,India,176.0,Unhealthy,3.0,89.0,3.0,176.0
gobindapur,22.72667,88.0975,India,198.0,Unhealthy,3.0,91.0,3.0,198.0
rajpur,22.6898,88.01115,India,136.0,Unhealthy for Sensitive Groups,2.0,25.0,4.0,136.0
rajapur,22.6475,88.18778,India,175.0,Unhealthy,4.0,105.0,5.0,175.0
dumjor,22.61993,88.24566,India,179.0,Unhealthy,3.0,102.0,4.0,179.0
jagdispur,22.65622,88.27897,India,167.0,Unhealthy,4.0,71.0,5.0,167.0
bankra,22.60291,88.27751,India,178.0,Unhealthy,5.0,107.0,6.0,178.0
barasat,22.68417,88.44111,India,179.0,Unhealthy,6.0,105.0,7.0,179.0
mahiari,22.58826,88.23544,India,198.0,Unhealthy,10.0,3.0,24.0,198.0
masila,22.58083,88.23278,India,198.0,Unhealthy,3.0,94.0,4.0,198.0
dhulagari,22.58213,88.171,India,197.0,Unhealthy,3.0,94.0,4.0,197.0
panchla,22.53665,88.13785,India,192.0,Unhealthy,9.0,5.0,23.0,192.0
raghudebbati,22.52556,88.19583,India,192.0,Unhealthy,9.0,5.0,23.0,192.0
gauripur,22.5925,88.07306,India,50.0,Good,2.0,38.0,0.0,50.0
gobindapur,22.59306,88.09139,India,198.0,Unhealthy,3.0,91.0,3.0,198.0
islampur,22.57417,88.05806,India,85.0,Moderate,2.0,48.0,1.0,85.0
ghazipur,22.54683,88.00403,India,176.0,Unhealthy,4.0,93.0,5.0,176.0
gangarampur,22.46528,88.07833,India,82.0,Moderate,2.0,82.0,1.0,61.0
kalinagar,22.44038,88.10757,India,150.0,Unhealthy,3.0,25.0,6.0,150.0
pujali,22.46787,88.14524,India,175.0,Unhealthy,3.0,104.0,3.0,175.0
ramnagar,22.39244,88.31483,India,141.0,Unhealthy for Sensitive Groups,3.0,136.0,0.0,141.0
alampur,22.4225,88.16278,India,119.0,Unhealthy for Sensitive Groups,2.0,38.0,5.0,119.0
raipur,22.40693,88.14974,India,169.0,Unhealthy,1.0,30.0,2.0,169.0
baikunthpur,22.32784,88.1236,India,169.0,Unhealthy,3.0,86.0,5.0,169.0
alipur,22.2975,88.07833,India,174.0,Unhealthy,5.0,167.0,4.0,174.0
dostpur,22.27694,88.21833,India,167.0,Unhealthy,4.0,59.0,7.0,167.0
balarampur,22.33417,88.29778,India,172.0,Unhealthy,1.0,83.0,1.0,172.0
jafarpur,22.31878,88.2305,India,189.0,Unhealthy,3.0,85.0,3.0,189.0
gurdaha,22.27778,88.35806,India,156.0,Unhealthy,4.0,19.0,11.0,156.0
ramnagar,22.33306,88.47361,India,141.0,Unhealthy for Sensitive Groups,3.0,136.0,0.0,141.0
alipur,22.30639,88.47028,India,174.0,Unhealthy,5.0,167.0,4.0,174.0
nazira,22.2206,88.2778,India,62.0,Moderate,2.0,34.0,1.0,62.0
raghunathpur,22.13778,88.10861,India,151.0,Unhealthy,4.0,146.0,1.0,151.0
monoharpur,22.10833,88.07889,India,151.0,Unhealthy,3.0,19.0,9.0,151.0
manoharpur,22.13361,88.21056,India,177.0,Unhealthy,1.0,71.0,0.0,177.0
karimnagar,22.13472,88.25778,India,179.0,Unhealthy,3.0,29.0,20.0,179.0
ramnagar,22.11538,88.27321,India,141.0,Unhealthy for Sensitive Groups,3.0,136.0,0.0,141.0
raghunathpur,22.12194,88.34778,India,151.0,Unhealthy,4.0,146.0,1.0,151.0
ramnagar,22.00361,88.20528,India,141.0,Unhealthy for Sensitive Groups,3.0,136.0,0.0,141.0
basudebpur,22.08083,88.14611,India,166.0,Unhealthy,1.0,73.0,1.0,166.0
anantapur,22.10332,88.11426,India,72.0,Moderate,0.0,26.0,0.0,72.0
islampur,22.98917,88.70611,India,85.0,Moderate,2.0,48.0,1.0,85.0
barasat,22.91947,88.83831,India,179.0,Unhealthy,6.0,105.0,7.0,179.0
gobindapur,22.88111,88.89056,India,198.0,Unhealthy,3.0,91.0,3.0,198.0
gurdaha,22.73472,88.75944,India,156.0,Unhealthy,4.0,19.0,11.0,156.0
ghazipur,22.59722,88.56417,India,176.0,Unhealthy,4.0,93.0,5.0,176.0
kalinagar,22.43205,88.85798,India,150.0,Unhealthy,3.0,25.0,6.0,150.0
nabagram,22.28806,88.50917,India,158.0,Unhealthy,5.0,15.0,11.0,158.0
rajapur,22.21833,88.52833,India,175.0,Unhealthy,4.0,105.0,5.0,175.0
gopalganj,22.06784,88.60505,India,173.0,Unhealthy,4.0,154.0,1.0,173.0
rampur,22.05611,88.60944,India,174.0,Unhealthy,4.0,174.0,1.0,162.0
basi,33.242,74.00739,India,235.0,Very Unhealthy,1.0,49.0,0.0,235.0
rupnagar,30.21013,73.99427,India,167.0,Unhealthy,5.0,17.0,25.0,167.0
satwas,34.31855,74.79557,India,156.0,Unhealthy,1.0,36.0,0.0,156.0
rampur,34.21705,74.75407,India,174.0,Unhealthy,4.0,174.0,1.0,162.0
shahpur,34.23184,74.78108,India,155.0,Unhealthy,3.0,118.0,1.0,155.0
saidpur,34.17448,74.89422,India,174.0,Unhealthy,4.0,173.0,2.0,174.0
maharajganj,34.09805,74.79755,India,169.0,Unhealthy,5.0,49.0,7.0,169.0
doda,33.8542,74.22007,India,73.0,Moderate,1.0,73.0,0.0,68.0
kalas,33.8214,74.12477,India,99.0,Moderate,0.0,25.0,0.0,99.0
kasba,33.80944,74.15178,India,75.0,Moderate,2.0,71.0,1.0,75.0
nurpur,33.81203,74.21507,India,160.0,Unhealthy,5.0,30.0,11.0,160.0
shahpur,33.82728,74.18806,India,155.0,Unhealthy,3.0,118.0,1.0,155.0
mandi,33.74133,74.18695,India,136.0,Unhealthy for Sensitive Groups,3.0,32.0,6.0,136.0
doda,33.8511,74.21328,India,73.0,Moderate,1.0,73.0,0.0,68.0
kalas,33.8186,74.13261,India,99.0,Moderate,0.0,25.0,0.0,99.0
dabra,33.63746,74.03413,India,172.0,Unhealthy,1.0,45.0,0.0,172.0
chamba,33.42229,74.22119,India,92.0,Moderate,2.0,40.0,1.0,92.0
shahpur,33.335,74.22474,India,155.0,Unhealthy,3.0,118.0,1.0,155.0
pathri,34.28737,74.00958,India,94.0,Moderate,1.0,31.0,0.0,94.0
sultanpur,34.41389,74.19861,India,181.0,Unhealthy,2.0,136.0,1.0,181.0
khanapur,34.2042,74.67987,India,63.0,Moderate,0.0,22.0,0.0,63.0
malur,34.11953,74.7388,India,59.0,Moderate,0.0,22.0,0.0,59.0
agar,34.10029,74.60285,India,157.0,Unhealthy,1.0,37.0,0.0,157.0
ahmadpur,34.10971,74.58218,India,172.0,Unhealthy,2.0,39.0,2.0,172.0
firozpur,34.07083,74.55833,India,165.0,Unhealthy,3.0,111.0,4.0,165.0
alapur,34.04587,74.54183,India,167.0,Unhealthy,3.0,164.0,3.0,167.0
shahpur,34.06319,74.67002,India,155.0,Unhealthy,3.0,118.0,1.0,155.0
khanapur,34.0157,74.73382,India,63.0,Moderate,0.0,22.0,0.0,63.0
alipur,34.03215,74.69151,India,174.0,Unhealthy,5.0,167.0,4.0,174.0
mandi,34.26535,74.42352,India,136.0,Unhealthy for Sensitive Groups,3.0,32.0,6.0,136.0
saidpur,34.31817,74.45709,India,174.0,Unhealthy,4.0,173.0,2.0,174.0
hajan,34.34981,74.3003,India,129.0,Unhealthy for Sensitive Groups,1.0,66.0,0.0,129.0
rajpur,34.40968,74.4919,India,136.0,Unhealthy for Sensitive Groups,2.0,25.0,4.0,136.0
rampur,34.41286,74.46966,India,174.0,Unhealthy,4.0,174.0,1.0,162.0
kandi,34.456,74.33252,India,150.0,Unhealthy,3.0,150.0,2.0,103.0
dabra,32.85709,74.6255,India,172.0,Unhealthy,1.0,45.0,0.0,172.0
indri,32.8086,74.57948,India,500.0,Hazardous,1.0,47.0,1.0,500.0
rampura,32.807,74.63389,India,257.0,Very Unhealthy,1.0,56.0,1.0,257.0
jammu,32.79028,74.74028,India,158.0,Unhealthy,4.0,53.0,4.0,158.0
nangal,33.22268,74.31987,India,152.0,Unhealthy,3.0,143.0,1.0,152.0
rani,33.22348,74.25328,India,161.0,Unhealthy,0.0,36.0,0.0,161.0
nagar,33.02144,74.47166,India,310.0,Hazardous,1.0,46.0,0.0,310.0
palwal,33.03063,74.48418,India,179.0,Unhealthy,4.0,179.0,2.0,175.0
rajpur,33.80477,74.26797,India,136.0,Unhealthy for Sensitive Groups,2.0,25.0,4.0,136.0
rajpur,33.8,74.26667,India,136.0,Unhealthy for Sensitive Groups,2.0,25.0,4.0,136.0
palera,33.81111,74.29167,India,167.0,Unhealthy,3.0,103.0,2.0,167.0
mandi,33.80139,74.25556,India,136.0,Unhealthy for Sensitive Groups,3.0,32.0,6.0,136.0
chhapar,33.78566,74.33298,India,437.0,Hazardous,1.0,40.0,0.0,325.0
dabra,33.75554,74.30093,India,172.0,Unhealthy,1.0,45.0,0.0,172.0
bela,33.79904,74.34734,India,305.0,Hazardous,1.0,48.0,1.0,280.0
chhapar,33.81479,74.38777,India,437.0,Hazardous,1.0,40.0,0.0,325.0
chhapar,33.81111,74.38889,India,437.0,Hazardous,1.0,40.0,0.0,325.0
kalas,33.82222,74.33889,India,99.0,Moderate,0.0,25.0,0.0,99.0
nurpur,33.79306,74.42778,India,160.0,Unhealthy,5.0,30.0,11.0,160.0
nurpur,33.79105,74.41191,India,160.0,Unhealthy,5.0,30.0,11.0,160.0
deoli,32.91833,74.42619,India,150.0,Unhealthy,1.0,38.0,0.0,150.0
chamba,32.98384,74.95373,India,92.0,Moderate,2.0,40.0,1.0,92.0
nangal,32.95955,74.93222,India,152.0,Unhealthy,3.0,143.0,1.0,152.0
sira,32.95146,74.94911,India,57.0,Moderate,0.0,21.0,0.0,57.0
chhapar,32.88611,74.97083,India,437.0,Hazardous,1.0,40.0,0.0,325.0
chhapra,32.89023,74.86449,India,149.0,Unhealthy for Sensitive Groups,3.0,99.0,2.0,149.0
tikri,32.75556,74.76389,India,500.0,Hazardous,3.0,47.0,9.0,500.0
raipur,32.80601,74.83044,India,169.0,Unhealthy,1.0,30.0,2.0,169.0
raipur,30.74485,76.08059,India,169.0,Unhealthy,1.0,30.0,2.0,169.0
kishangarh,30.73819,76.1263,India,409.0,Hazardous,1.0,44.0,0.0,356.0
ghazipur,30.70901,76.11783,India,176.0,Unhealthy,4.0,93.0,5.0,176.0
rampura,29.95944,76.895,India,257.0,Very Unhealthy,1.0,56.0,1.0,257.0
kishangarh,29.95046,76.94191,India,409.0,Hazardous,1.0,44.0,0.0,356.0
rampur,29.92438,76.99877,India,174.0,Unhealthy,4.0,174.0,1.0,162.0
raipur,29.54805,76.91254,India,169.0,Unhealthy,1.0,30.0,2.0,169.0
hasanpur,29.57533,76.9597,India,500.0,Hazardous,1.0,55.0,1.0,500.0
shahjahanpur,29.54086,76.90657,India,172.0,Unhealthy,4.0,172.0,2.0,165.0
mandi,28.78053,76.77409,India,136.0,Unhealthy for Sensitive Groups,3.0,32.0,6.0,136.0
bagru,28.99106,76.93762,India,185.0,Unhealthy,1.0,39.0,0.0,185.0
bagru,28.98889,76.94278,India,185.0,Unhealthy,1.0,39.0,0.0,185.0
muhammadabad,28.91792,76.99778,India,164.0,Unhealthy,4.0,143.0,1.0,164.0
rampur,32.55614,74.99703,India,174.0,Unhealthy,4.0,174.0,1.0,162.0
raya,32.61979,74.9969,India,469.0,Hazardous,1.0,38.0,1.0,382.0
sultanpur,32.62697,74.87594,India,181.0,Unhealthy,2.0,136.0,1.0,181.0
sikandarpur,32.63647,74.84464,India,186.0,Unhealthy,5.0,182.0,1.0,186.0
ghazipur,32.63233,74.76768,India,176.0,Unhealthy,4.0,93.0,5.0,176.0
kalas,32.63474,74.77318,India,99.0,Moderate,0.0,25.0,0.0,99.0
rajpura,32.67007,74.93338,India,143.0,Unhealthy for Sensitive Groups,2.0,143.0,1.0,138.0
birpur,32.66167,74.95177,India,204.0,Very Unhealthy,3.0,100.0,0.0,204.0
barghat,32.69266,74.99842,India,161.0,Unhealthy,2.0,48.0,2.0,161.0
sandi,32.71106,74.98726,India,160.0,Unhealthy,3.0,55.0,6.0,160.0
batala,32.71149,74.92508,India,113.0,Unhealthy for Sensitive Groups,4.0,111.0,4.0,113.0
gandhinagar,32.7,74.86667,India,167.0,Unhealthy,1.0,33.0,1.0,167.0
rajpur,32.73959,74.8439,India,136.0,Unhealthy for Sensitive Groups,2.0,25.0,4.0,136.0
krishnanagar,32.72778,74.85833,India,161.0,Unhealthy,4.0,147.0,2.0,161.0
ramnagar,32.74861,74.86667,India,141.0,Unhealthy for Sensitive Groups,3.0,136.0,0.0,141.0
ratangarh,28.09167,74.5,India,500.0,Hazardous,0.0,37.0,0.0,471.0
malpura,28.10969,74.69587,India,186.0,Unhealthy,2.0,32.0,5.0,186.0
badgam,34.62917,76.04444,India,114.0,Unhealthy for Sensitive Groups,1.0,53.0,0.0,114.0
gumla,34.6187,73.99913,India,156.0,Unhealthy,2.0,73.0,0.0,156.0
muri,34.06943,73.92969,India,186.0,Unhealthy,2.0,98.0,1.0,186.0
nawa,34.07799,73.97142,India,195.0,Unhealthy,1.0,36.0,0.0,195.0
palani,34.30933,73.95825,India,47.0,Good,0.0,24.0,0.0,47.0
barwala,30.50143,77.83809,India,166.0,Unhealthy,4.0,126.0,5.0,166.0
tikri,30.4574,77.89875,India,500.0,Hazardous,3.0,47.0,9.0,500.0
rudarpur,30.44631,77.85466,India,119.0,Unhealthy for Sensitive Groups,3.0,78.0,2.0,119.0
rampura,30.36894,77.83525,India,257.0,Very Unhealthy,1.0,56.0,1.0,257.0
hasanpur,30.34373,77.84172,India,500.0,Hazardous,1.0,55.0,1.0,500.0
shahjahanpur,30.20007,77.82313,India,172.0,Unhealthy,4.0,172.0,2.0,165.0
hamirpur,30.14898,77.75944,India,195.0,Unhealthy,2.0,104.0,1.0,195.0
muzaffarpur,30.12132,77.75765,India,159.0,Unhealthy,4.0,128.0,1.0,159.0
aurangabad,30.09689,77.75797,India,324.0,Hazardous,1.0,45.0,1.0,295.0
manoharpur,30.11571,77.84376,India,177.0,Unhealthy,1.0,71.0,0.0,177.0
kheri,30.04981,77.80821,India,255.0,Very Unhealthy,4.0,205.0,3.0,255.0
nawada,30.03577,77.7631,India,155.0,Unhealthy,3.0,140.0,1.0,155.0
hasanpur,30.0128,77.78975,India,500.0,Hazardous,1.0,55.0,1.0,500.0
chhapar,29.93761,77.07381,India,437.0,Hazardous,1.0,40.0,0.0,325.0
dhanaura,29.9762,77.12644,India,500.0,Hazardous,3.0,143.0,4.0,428.0
badarpur,29.96275,77.09335,India,81.0,Moderate,2.0,37.0,1.0,81.0
muradnagar,29.95359,77.09055,India,164.0,Unhealthy,4.0,137.0,2.0,164.0
shergarh,29.93198,77.1302,India,168.0,Unhealthy,4.0,168.0,1.0,165.0
fatehgarh,29.9963,77.17257,India,371.0,Hazardous,1.0,48.0,1.0,307.0
rajapur,29.90607,77.11172,India,175.0,Unhealthy,4.0,105.0,5.0,175.0
kartarpur,29.89184,77.14589,India,168.0,Unhealthy,3.0,168.0,2.0,146.0
islamnagar,29.8725,77.11874,India,158.0,Unhealthy,4.0,45.0,9.0,158.0
badarpur,29.85327,77.12799,India,81.0,Moderate,2.0,37.0,1.0,81.0
sikandarpur,29.83856,77.14816,India,186.0,Unhealthy,5.0,182.0,1.0,186.0
manoharpur,29.83142,77.0708,India,177.0,Unhealthy,1.0,71.0,0.0,177.0
baragaon,29.75586,77.0641,India,324.0,Hazardous,1.0,51.0,1.0,264.0
shahpur,29.82391,77.09019,India,155.0,Unhealthy,3.0,118.0,1.0,155.0
alampur,29.79468,77.21447,India,119.0,Unhealthy for Sensitive Groups,2.0,38.0,5.0,119.0
gandhinagar,29.78226,77.24291,India,167.0,Unhealthy,1.0,33.0,1.0,167.0
akbarpur,29.7381,77.28726,India,224.0,Very Unhealthy,2.0,85.0,1.0,224.0
radaur,29.7012,77.28894,India,158.0,Unhealthy,3.0,139.0,1.0,158.0
nainpur,29.74697,77.39682,India,153.0,Unhealthy,0.0,38.0,0.0,153.0
barsi,29.71597,77.36536,India,100.0,Unhealthy for Sensitive Groups,0.0,26.0,0.0,100.0
jafarpur,29.63104,77.32285,India,189.0,Unhealthy,3.0,85.0,3.0,189.0
aurangabad,29.64402,77.36454,India,324.0,Hazardous,1.0,45.0,1.0,295.0
jahangirpur,29.58801,77.30036,India,500.0,Hazardous,1.0,49.0,1.0,493.0
ahmadpur,29.63484,77.41273,India,172.0,Unhealthy,2.0,39.0,2.0,172.0
